The LOHAS (non-residential),22.2948541,114.2729928,2
Tung Tat Building (non-residential),22.2867711,114.1371772,2
Lei Yue Mun Plaza Star Seafood Restaurant (non-residential),22.2909948,114.2386074,9
Lei Yue Mun Plaza (non-residential),22.2964001,114.2394189,5
Siu Sai Wan Plaza (non-residential),22.262778,114.2489902,3
Shun Lee Market (non-residential),22.3309776,114.2261235,2
United Christian Hospital (non-residential),22.323232,114.2270078,20
Cathay Pacific Cargo Terminal (non-residential),22.2966708,113.9286868,2
Temple Mall North Tsui Wah Restaurant (non-residential),22.3420921,114.1926942,2
Kowloon City Plaza (non-residential),22.3309857,114.1879624,4
G/F 298D Un Chau Street (non-residential),22.335747,114.1590064,2
Kowloon City Municipal Services Building (non-residential),22.329504,114.1890335,3
MCP One Victoria Harbour Restaurant (non-residential),22.2825275,114.1689867,2
Horae Plaza Happy Together (non-residential),22.3217085,114.1878036,6
The Whampoa (non-residential),22.3040556,114.1898333,2
Kingswood Richly Plaza (non-residential),22.4522537,114.0004029,2
Temple Mall South Mcdonald's (non-residential),22.3413738,114.195371,2
Lei Yue Mun Municipal Services Building (non-residential),22.292192,114.238717,6
K11 Musea (non-residential),22.2943558,114.1745817,4
Tseung Kwan O Plaza (non-residential),22.3090651,114.2624233,5
Hollywood Plaza (non-residential),22.340554,114.2021768,2
Harbour Plaza 8 Degrees Café 8 Degrees (non-residential),22.322865,114.190661,2
The construction sites of Tseung Kwan O – Lam Tin Tunnel (non-residential),22.3045147,114.2348162,20
Planet Square (non-residential),22.3070275,114.1876008,2
Pei Ho Street Municipal Services Building (non-residential),22.3293251,114.1609873,9
St Teresa's Hospital (non-residential),22.3262591,114.184829,3
Homantin Plaza (non-residential),22.315607,114.181553,5
Chuk Yuen Plaza (non-residential),22.3448175,114.1935089,2
Langham Place (non-residential),22.3181483,114.1686851,10
To Kwa Wan Market and Government Offices (non-residential),22.3171467,114.1880584,4
Pioneer Centre Victoria Harbour Restaurant (non-residential),22.3225998,114.1691266,5
One Grand Tower (non-residential),22.317912,114.169191,2
G/F Ho King Building (non-residential),22.3160478,114.1720016,2
G/F Tak Fat Building (non-residential),22.2888576,114.2102917,2
Kwun Chung Municipal Services Building (non-residential),22.3045837,114.1682786,2
Tai Shing Street Market (non-residential),22.3373845,114.1944674,9
Shek Kip Mei Commercial Centre (non-residential),22.3326202,114.1674065,5
Choi Wan Commercial Complex (non-residential),22.3337874,114.2147761,4
Winfield Industrial Building (non-residential),22.3962533,113.9689803,2
Cheung Sha Wan Plaza Tower 2 (non-residential),22.3370311,114.1487108,2
T Town (non-residential),22.4622193,113.9980862,3
Tsing Yi Ambulance Depot (non-residential),22.350581,114.106528,5
Shun Fat House 東方(勝記)飯店 (non-residential),22.4458134,114.0245713,1
Cheong Shing Court (non-residential),22.4833708,114.1386726,1
On Tai Shopping Centre (non-residential),22.4030369,113.9709421,2
Amoy Plaza (non-residential),22.3244614,114.2163021,1
One Exchange Square (non-residential),22.2840347,114.1577759,1
Two Exchange Square (non-residential),22.2840347,114.1577759,1
Tung Yick Market (non-residential),22.4436245,114.0301514,1
Honour Building (non-residential),32.748537,-117.1602521,1
Fung Choy House (non-residential),22.443558,114.0297296,1
Yoho Mall I Brotzeit German Beer (non-residential),22.4431277,114.0363986,1
Yoho Mall II TamJai SamGor (non-residential),22.4457587,114.0352248,1
The Westwood (non-residential),33.1049897,-96.8151111,1
The Westwood Victoria Harbour Restaurant (non-residential),22.2853336,114.133019,1
Sincere Podium (non-residential),22.3198502,114.1706419,1
Dragon Centre KFC (non-residential),22.3310337,114.1599197,1
Tai Yuen Village Lamma Grill (non-residential),22.2260636,114.1116383,1
Citygate Outlets Phase 2 I Ban Janpanese Food (non-residential),22.2894343,113.9408813,1
Hotel ICON (non-residential),22.3008133,114.1796313,1
T Town South Victoria Harbour Restaurant (non-residential),22.2825275,114.1689867,1
Discovery Bay Plaza (non-residential),22.2957732,114.0165822,1
OP Mall (non-residential),30.1855441,-81.73521509999999,1
Ching Long Shopping Centre (non-residential),22.3315451,114.2030178,9
Yeung Uk Road Market (non-residential),22.369075,114.1143802,8
Po On Road Municipal Services Building (non-residential),22.3385076,114.1575455,4
Shin Kwan House Fu Shin Estate (non-residential),22.453701,114.1748428,1
576-584 Queen's Road West A Plus Kitchen (non-residential),22.2862108,114.1333916,1
Shek Tong Tsui Municipal Services Building (non-residential),22.2855473,114.136225,1
Airport Fire Contingent Sub Fire Station (non-residential),22.313535,113.9203289,1
The Whampoa Site 6 Okonomiyaki Dohtonbori Restaurant (non-residential),22.3040556,114.1898333,1
Block 5 Laguna City (non-residential),22.3056798,114.2271384,2
Ching Long Shopping Centre Po Fung Restaurant (non-residential),22.331878,114.202669,1
Aberdeen Centre Shopping Arcade Site 5 TamJai SamGor (non-residential),49.1839465,-123.1341689,1
Marina Square West Centre Genki Sushi (non-residential),22.2438591,114.1467163,1
Wing Lee Building Yuen Kee Restaurant (non-residential),22.2875497,114.1428322,1
Sheraton Hong Kong Hotel & Towers (non-residential),22.2952629,114.1726015,1
Ngau Chi Wan Municipal Services Building (non-residential),22.3345745,114.2088179,19
Princess Margaret Hospital (non-residential),43.6581949,-79.39059329999999,8
Kwong Fuk Commercial Centre (non-residential),22.447503,114.169115,1
Palm Court 食口福生滾麵 (non-residential),22.3951017,113.9753,1
HKSYC&IA Chan Nam Chong Memorial School (non-residential),22.3348069,114.1686912,1
Choi Wan Commercial Complex Phase 2 Cafe de Itamomo (non-residential),22.3333884,114.2154066,1
St Paul's Hospital (non-residential),22.278467,114.1882198,1
Fortune House Ocean Treasure Seafood Restaurant (non-residential),37.8374895,-122.314807,1
